Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,Moeda,Valor_anuncio,Tipo_anuncio,Valor_anuncio_float
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo,593,4,7,4,R$ 8.067.520,R$,8.067.520,,8067520.0
Rua Alto do Bonfim,Conjunto Residencial Jardim Canaã,São Paulo,128,3,3,3,R$ 685.000,R$,685.000,,685000.0
Rua Albertina de Oliveira Godinho,Jardim Guedala,São Paulo,900,4,7,10,R$ 4.000.000,R$,4.000.000,,4000000.0
Travessa Roberto Douglas Machado,Jardim Paulistano,São Paulo,170,2,2,2,R$ 3.300.000,R$,3.300.000,,3300000.0
,Vila Jacuí,São Paulo,240,2,2,2,R$ 730.000,R$,730.000,,730000.0
Rua Catipara,Brooklin Paulista,São Paulo,250,3,5,4,R$ 1.390.000,R$,1.390.000,,1390000.0
Rua Banabuiú,Vila Comercial,São Paulo,200,3,3,6,R$ 950.000,R$,950.000,,950000.0
Rua Doutor Alberto Seabra,Vila Madalena,São Paulo,300,4,8,4,R$ 4.000.000,R$,4.000.000,,4000000.0
Rua Antônio Tavares,Cambuci,São Paulo,295,3,2,1,R$ 1.100.000,R$,1.100.000,,1100000.0
,Morumbi,São Paulo,500,4,5,3,R$ 3.300.000,R$,3.300.000,,3300000.0
Rua Joinville,Vila Mariana,São Paulo,142,3,3,1,R$ 1.600.000,R$,1.600.000,,1600000.0
Rua Pedra Azul,Aclimação,São Paulo,200,3,1,4,R$ 4.000.000,R$,4.000.000,,4000000.0
Rua das Fiandeiras,Vila Olímpia,São Paulo,305,3,5,2,R$ 3.900.000,R$,3.900.000,,3900000.0
Rua dos Alcatrazes,Chácara Flora,São Paulo,1300,6,6,9,R$ 10.000.000,R$,10.000.000,,10000000.0
Rua João Álvares Soares,Campo Belo,São Paulo,302,4,6,3,R$ 2.650.000,R$,2.650.000,,2650000.0
,Jardim Teresa,São Paulo,900,6,8,8,R$ 22.000.000,R$,22.000.000,,22000000.0
Rua Embuaçu,Vila Mariana,São Paulo,137,3,3,2,R$ 1.200.000,R$,1.200.000,,1200000.0
Rua Conde D'Eu,Santo Amaro,São Paulo,600,4,7,3,R$ 4.975.000,R$,4.975.000,,4975000.0
,Jardim Panorama,São Paulo,639,4,6,4,R$ 3.500.000,R$,3.500.000,,3500000.0
Rua Suécia,Jardim Europa,São Paulo,660,5,7,4,R$ 18.000.000,R$,18.000.000,,18000000.0
Rua Montezuma,Jardim das Bandeiras,São Paulo,305,4,5,4,R$ 4.800.000,R$,4.800.000,,4800000.0
Rua Sampaio Vidal,Jardim Paulistano,São Paulo,195,3,4,6,R$ 5.500.000,R$,5.500.000,,5500000.0
"Rua San Salvador, 0 ",Jardim América,São Paulo,664,6,5,5,R$ 12.990.000,R$,12.990.000,,12990000.0
Rua Alvarenga Peixoto,Vila Anastácio,São Paulo,200,4,4,5,R$ 1.010.000,R$,1.010.000,,1010000.0
Rua Anunze,Boaçava,São Paulo,410,3,5,4,R$ 4.300.000,R$,4.300.000,,4300000.0
,Mooca,São Paulo,101,2,2,5,R$ 640.000,R$,640.000,,640000.0
Rua das Mimosas,Vila Lúcia,São Paulo,290,3,1,5,R$ 990.000,R$,990.000,,990000.0
,Jardim da Glória,São Paulo,271,4,5,4,R$ 1.950.000,R$,1.950.000,,1950000.0
,Retiro Morumbi,São Paulo,950,5,11,18,R$ 14.600.000,R$,14.600.000,,14600000.0
,Jardim Brasília (Zona Leste),São Paulo,300,3,2,2,R$ 320.000,R$,320.000,,320000.0
Rua Morgado de Mateus,Vila Mariana,São Paulo,300,4,3,2,R$ 2.260.000,R$,2.260.000,,2260000.0
Rua Leandro de Carvalho,Vila Monumento,São Paulo,180,3,1,3,R$ 1.000.000,R$,1.000.000,,1000000.0
Rua Vigário João Álvares,Vila Monumento,São Paulo,300,4,3,4,R$ 1.000.000,R$,1.000.000,,1000000.0
,Jardim Morumbi,São Paulo,450,4,5,7,R$ 2.600.000,R$,2.600.000,,2600000.0
"Rua Eduardo Saigh Filho, 251 ",Vila Tramontano,São Paulo,600,4,6,5,R$ 3.200.000,R$,3.200.000,,3200000.0
Rua Vieira Fazenda,Vila Mariana,São Paulo,340,1,3,3,R$ 2.000.000,R$,2.000.000,,2000000.0
,Vila Madalena,São Paulo,461,4,7,2,R$ 2.500.000,R$,2.500.000,,2500000.0
Rua Crisólita,Jardim da Glória,São Paulo,186,2,2,3,R$ 1.400.000,R$,1.400.000,,1400000.0
Rua Eugênio Falk,Saúde,São Paulo,100,2,1,2,R$ 480.000,R$,480.000,,480000.0
"Rua Cayowaá, 1755 ",Sumaré,São Paulo,131,3,3,1,R$ 990.000,R$,990.000,,990000.0
Rua Oliveira Melo,Vila São José (Ipiranga),São Paulo,440,6,4,3,R$ 1.350.000,R$,1.350.000,,1350000.0
Rua Dom Valverde,Vila Monumento,São Paulo,290,3,5,2,R$ 1.300.000,R$,1.300.000,,1300000.0
Rua Coronel Irlandino Sandoval,Jardim Paulistano,São Paulo,390,4,5,5,R$ 4.900.000,R$,4.900.000,,4900000.0
Rua Doutor Inácio Arruda,Vila Monumento,São Paulo,420,3,3,3,R$ 1.800.000,R$,1.800.000,,1800000.0
Rua Simão Dias da Fonseca,Cambuci,São Paulo,240,3,1,2,R$ 1.700.000,R$,1.700.000,,1700000.0
Rua Albina Barbosa,Aclimação,São Paulo,180,3,3,2,R$ 1.300.000,R$,1.300.000,,1300000.0
Rua João Florêncio,Pacaembu,São Paulo,320,2,4,4,R$ 3.192.000,R$,3.192.000,,3192000.0
Rua Mesquita,Vila Deodoro,São Paulo,100,3,2,2,R$ 750.000,R$,750.000,,750000.0
,Jardim Viana,São Paulo,375,3,5,5,R$ 2.800.000,R$,2.800.000,,2800000.0
,Jardim Leonor,São Paulo,360,4,4,4,R$ 3.500.000,R$,3.500.000,,3500000.0
Rua Southey,Vila Dom Pedro I,São Paulo,248,4,3,5,R$ 1.180.000,R$,1.180.000,,1180000.0
Rua Joel Jorge de Melo,Vila Mariana,São Paulo,72,2,1,1,R$ 810.000,R$,810.000,,810000.0
Rua Dom Duarte Leopoldo,Cambuci,São Paulo,548,5,6,4,R$ 1.900.000,R$,1.900.000,,1900000.0
Rua Eduardo,Vila Albertina,São Paulo,500,5,3,3,R$ 2.000.000,R$,2.000.000,,2000000.0
Rua Oliveira Lima,Cambuci,São Paulo,350,3,4,15,R$ 960.000,R$,960.000,,960000.0
Rua Lacedemônia,Jardim Brasil (Zona Sul),São Paulo,152,3,5,2,R$ 840.000,R$,840.000,,840000.0
Rua Pero Correia,Vila Mariana,São Paulo,180,3,3,1,R$ 790.000,R$,790.000,,790000.0
Rua da União,Vila Mariana,São Paulo,250,3,4,2,R$ 2.100.000,R$,2.100.000,,2100000.0
Rua Leopoldo Amaral,Jardim da Glória,São Paulo,260,4,1,5,R$ 1.300.000,R$,1.300.000,,1300000.0
Rua Conde Vicente de Azevedo,Vila Monumento,São Paulo,95,2,2,3,R$ 750.000,R$,750.000,,750000.0
Avenida Aratãs,Indianópolis,São Paulo,464,4,4,4,R$ 3.300.000,R$,3.300.000,,3300000.0
Rua Curucáia,Saúde,São Paulo,150,3,4,2,R$ 820.000,R$,820.000,,820000.0
,Jardim Danfer,São Paulo,92,2,2,1,R$ 320.000,R$,320.000,,320000.0
Rua Paulo Orozimbo,Cambuci,São Paulo,103,2,2,1,R$ 785.000,R$,785.000,,785000.0
Rua Armando Pinto,Sumarezinho,São Paulo,120,6,4,5,R$ 1.500.000,R$,1.500.000,,1500000.0
Rua Colatino Marques,Jardim Paulista,São Paulo,400,4,2,4,R$ 4.800.000,R$,4.800.000,,4800000.0
Rua Rumaica,Vila Ipojuca,São Paulo,161,3,2,2,R$ 900.000,R$,900.000,,900000.0
Rua Francisco Polito,Vila Prudente,São Paulo,50,1,1,1,R$ 289.000,R$,289.000,,289000.0
Rua Mariana Corrêa,Jardim Paulistano,São Paulo,258,3,3,2,R$ 2.700.000,R$,2.700.000,,2700000.0
Rua Zeferino da Costa,Aclimação,São Paulo,230,4,4,8,R$ 3.000.000,R$,3.000.000,,3000000.0
,Jardim Europa,São Paulo,524,4,2,5,R$ 7.000.000,R$,7.000.000,,7000000.0
"Rua Guihei Vatanabe, 83 ",Vila Progredior,São Paulo,70,3,2,2,R$ 650.000,R$,650.000,,650000.0
Rua Professor Murtinho,Vila Mariana,São Paulo,225,4,4,2,R$ 2.450.000,R$,2.450.000,,2450000.0
Rua dos Caciques,Vila da Saúde,São Paulo,220,3,5,4,R$ 1.050.000,R$,1.050.000,,1050000.0
Rua Guajurus,Jardim São Paulo(Zona Norte),São Paulo,239,3,3,2,R$ 1.790.000,R$,1.790.000,,1790000.0
Rua Capote Valente,Pinheiros,São Paulo,136,3,3,3,R$ 2.200.000,R$,2.200.000,,2200000.0
Rua Carpina,Jardim Everest,São Paulo,935,6,6,12,R$ 2.500.000,R$,2.500.000,,2500000.0
Rua Meruoca,Jardim da Glória,São Paulo,156,3,2,2,R$ 800.000,R$,800.000,,800000.0
"Rua Comandante Ismael Guilherme, , 537 ",Jardim Luzitânia,São Paulo,600,3,5,4,R$ 12.000.000,R$,12.000.000,,12000000.0
,Santo Amaro,São Paulo,155,3,2,4,R$ 1.200.000,R$,1.200.000,,1200000.0
Praça Visconde de Porto Seguro,Jardim Leonor,São Paulo,631,5,8,4,R$ 3.700.000,R$,3.700.000,,3700000.0
,Jardim Leonor,São Paulo,370,3,5,5,R$ 2.500.000,R$,2.500.000,,2500000.0
Rua Luiz Menezes,Parque Ramos Freitas,São Paulo,130,3,3,2,R$ 410.000,R$,410.000,,410000.0
Rua Panônia,Jardim Colombo,São Paulo,137,3,3,2,R$ 750.000,R$,750.000,,750000.0
Rua Manduri,Jardim Paulistano,São Paulo,450,6,4,6,R$ 4.500.000,R$,4.500.000,,4500000.0
Rua Colônia da Glória,Vila Mariana,São Paulo,185,3,3,2,R$ 750.000,R$,750.000,,750000.0
Rua Brás Lourenço,Vila Mariana,São Paulo,208,5,1,4,R$ 790.000,R$,790.000,,790000.0
Rua Javaés,Bom Retiro,São Paulo,334,3,2,2,R$ 1.500.000,R$,1.500.000,,1500000.0
Rua Giovanni Carnovali,Vila Caraguatá,São Paulo,123,4,2,2,R$ 500.000,R$,500.000,,500000.0
Rua Iraúna,Indianópolis,São Paulo,270,4,5,2,R$ 2.900.000,R$,2.900.000,,2900000.0
,Jardim Europa,São Paulo,705,3,6,4,R$ 12.500.000,R$,12.500.000,,12500000.0
,Jardim Leonor,São Paulo,378,3,4,4,R$ 2.350.000,R$,2.350.000,,2350000.0
Rua Coronel Irlandino Sandoval,Jardim Paulistano,São Paulo,395,4,5,5,R$ 4.500.000,R$,4.500.000,,4500000.0
Rua Armando Pinto,Sumarezinho,São Paulo,185,3,2,6,R$ 1.470.000,R$,1.470.000,,1470000.0
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo,598,4,7,4,R$ 8.067.520,R$,8.067.520,,8067520.0
Rua Alto do Bonfim,Conjunto Residencial Jardim Canaã,São Paulo,133,3,3,3,R$ 685.000,R$,685.000,,685000.0
Rua Albertina de Oliveira Godinho,Jardim Guedala,São Paulo,905,4,7,10,R$ 4.000.000,R$,4.000.000,,4000000.0
Travessa Roberto Douglas Machado,Jardim Paulistano,São Paulo,175,2,2,2,R$ 3.300.000,R$,3.300.000,,3300000.0
,Vila Jacuí,São Paulo,245,2,2,2,R$ 730.000,R$,730.000,,730000.0
Rua Catipara,Brooklin Paulista,São Paulo,255,3,5,4,R$ 1.390.000,R$,1.390.000,,1390000.0
Rua Banabuiú,Vila Comercial,São Paulo,205,3,3,6,R$ 950.000,R$,950.000,,950000.0
Rua Doutor Alberto Seabra,Vila Madalena,São Paulo,305,4,8,4,R$ 4.000.000,R$,4.000.000,,4000000.0
Rua Antônio Tavares,Cambuci,São Paulo,300,3,2,1,R$ 1.100.000,R$,1.100.000,,1100000.0
,Morumbi,São Paulo,505,4,5,3,R$ 3.300.000,R$,3.300.000,,3300000.0
Rua Joinville,Vila Mariana,São Paulo,147,3,3,1,R$ 1.600.000,R$,1.600.000,,1600000.0
Rua Pedra Azul,Aclimação,São Paulo,205,3,1,4,R$ 4.000.000,R$,4.000.000,,4000000.0
Rua das Fiandeiras,Vila Olímpia,São Paulo,305,3,5,2,R$ 3.900.000,R$,3.900.000,,3900000.0
Rua dos Alcatrazes,Chácara Flora,São Paulo,1305,6,6,9,R$ 10.000.000,R$,10.000.000,,10000000.0
Rua João Álvares Soares,Campo Belo,São Paulo,307,4,6,3,R$ 2.650.000,R$,2.650.000,,2650000.0
,Jardim Teresa,São Paulo,905,6,8,8,R$ 22.000.000,R$,22.000.000,,22000000.0
Rua Embuaçu,Vila Mariana,São Paulo,142,3,3,2,R$ 1.200.000,R$,1.200.000,,1200000.0
Rua Conde D'Eu,Santo Amaro,São Paulo,605,4,7,3,R$ 4.975.000,R$,4.975.000,,4975000.0
,Jardim Panorama,São Paulo,644,4,6,4,R$ 3.500.000,R$,3.500.000,,3500000.0
Rua Suécia,Jardim Europa,São Paulo,665,5,7,4,R$ 18.000.000,R$,18.000.000,,18000000.0
Rua Montezuma,Jardim das Bandeiras,São Paulo,305,4,5,4,R$ 4.800.000,R$,4.800.000,,4800000.0
Rua Sampaio Vidal,Jardim Paulistano,São Paulo,200,3,4,6,R$ 5.500.000,R$,5.500.000,,5500000.0
"Rua San Salvador, 0 ",Jardim América,São Paulo,669,6,5,5,R$ 12.990.000,R$,12.990.000,,12990000.0
Rua Alvarenga Peixoto,Vila Anastácio,São Paulo,205,4,4,5,R$ 1.010.000,R$,1.010.000,,1010000.0
Rua Anunze,Boaçava,São Paulo,415,3,5,4,R$ 4.300.000,R$,4.300.000,,4300000.0
,Mooca,São Paulo,106,2,2,5,R$ 640.000,R$,640.000,,640000.0
Rua das Mimosas,Vila Lúcia,São Paulo,295,3,1,5,R$ 990.000,R$,990.000,,990000.0
,Jardim da Glória,São Paulo,276,4,5,4,R$ 1.950.000,R$,1.950.000,,1950000.0
,Retiro Morumbi,São Paulo,955,5,11,18,R$ 14.600.000,R$,14.600.000,,14600000.0
,Jardim Brasília (Zona Leste),São Paulo,305,3,2,2,R$ 320.000,R$,320.000,,320000.0
Rua Morgado de Mateus,Vila Mariana,São Paulo,305,4,3,2,R$ 2.260.000,R$,2.260.000,,2260000.0
Rua Oliveira Melo,Vila São José (Ipiranga),São Paulo,190,3,1,1,R$ 895.000,R$,895.000,,895000.0
,Jardim Leonor,São Paulo,554,4,2,3,R$ 2.500.000,R$,2.500.000,,2500000.0
,Jardim das Bandeiras,São Paulo,709,4,6,6,R$ 12.500.000,R$,12.500.000,,12500000.0
Alameda dos Uapês,Planalto Paulista,São Paulo,300,3,2,2,R$ 2.100.000,R$,2.100.000,,2100000.0
,Planalto Paulista,São Paulo,600,4,6,5,R$ 7.800.000,R$,7.800.000,,7800000.0
Rua Ipero,Jardim das Bandeiras,São Paulo,180,3,2,3,R$ 3.000.000,R$,3.000.000,,3000000.0
,Vila São Silvestre,São Paulo,130,3,3,3,R$ 1.100.000,R$,1.100.000,,1100000.0
Rua Dom Duarte Leopoldo,Cambuci,São Paulo,70,2,1,1,R$ 590.000,R$,590.000,,590000.0
Rua dos Viajantes,Vila Monumento,São Paulo,357,3,5,7,R$ 1.900.000,R$,1.900.000,,1900000.0
Rua Marcelino Champagnat,Jardim da Glória,São Paulo,237,4,3,3,R$ 1.650.000,R$,1.650.000,,1650000.0
Avenida Capitão Anselmo Barcelos,Vila Rio Branco,São Paulo,250,3,3,2,R$ 740.000,R$,740.000,,740000.0
Rua Suécia,Jardim Europa,São Paulo,665,5,7,4,R$ 18.000.000,R$,18.000.000,,18000000.0
Rua Victor Brecheret,Vila Mariana,São Paulo,120,3,3,3,R$ 1.780.000,R$,1.780.000,,1780000.0
Rua Ribeirão Bonito,Vila Moinho Velho,São Paulo,321,4,6,3,R$ 1.500.000,R$,1.500.000,,1500000.0
Rua Colatino Marques,Jardim Paulista,São Paulo,300,4,3,3,R$ 4.650.000,R$,4.650.000,,4650000.0
Rua Doutor Dolzani,Jardim da Glória,São Paulo,175,4,5,3,R$ 950.000,R$,950.000,,950000.0
,Vila Sílvia,São Paulo,125,2,3,2,R$ 300.000,R$,300.000,,300000.0
Rua Pirituba,Mirandópolis,São Paulo,120,3,3,2,R$ 1.200.000,R$,1.200.000,,1200000.0
Avenida Lacerda Franco,Cambuci,São Paulo,120,3,1,1,R$ 670.000,R$,670.000,,670000.0
Rua Michel Mograbi,Praia Azul,São Paulo,471,6,4,8,R$ 3.000.000,R$,3.000.000,,3000000.0
Rua Votuporanga,Sumaré,São Paulo,280,3,4,3,R$ 3.300.000,R$,3.300.000,,3300000.0
"Rua Filadelfo Aranha, 35 ",Vila Madalena,São Paulo,483,4,2,2,R$ 6.300.000,R$,6.300.000,,6300000.0
,Paineiras do Morumbi,São Paulo,794,4,4,6,R$ 5.500.000,R$,5.500.000,,5500000.0
Rua João Álvares Soares,Campo Belo,São Paulo,390,8,2,4,R$ 2.500.000,R$,2.500.000,,2500000.0
Rua Pamplona,Jardim Paulista,São Paulo,161,4,4,2,R$ 2.340.000,R$,2.340.000,,2340000.0
,Vila Ida,São Paulo,527,8,8,8,R$ 2.850.000,R$,2.850.000,,2850000.0
Rua João do Prado,Aclimação,São Paulo,350,4,6,5,R$ 3.000.000,R$,3.000.000,,3000000.0
,Santo Amaro,São Paulo,230,3,2,3,R$ 1.950.000,R$,1.950.000,,1950000.0
,Vila Nova Conceição,São Paulo,490,2,2,3,R$ 14.000.000,R$,14.000.000,,14000000.0
,Jardim Paulistano,São Paulo,433,5,3,8,R$ 6.500.000,R$,6.500.000,,6500000.0
Rua Luisiania,Brooklin Paulista,São Paulo,249,3,5,3,R$ 2.200.000,R$,2.200.000,,2200000.0
Rua Crisólita,Jardim da Glória,São Paulo,198,3,5,5,R$ 1.100.000,R$,1.100.000,,1100000.0
,Alto de Pinheiros,São Paulo,381,4,6,4,R$ 5.600.000,R$,5.600.000,,5600000.0
Rua Maracaí,Aclimação,São Paulo,140,3,4,1,R$ 910.000,R$,910.000,,910000.0
Rua Bauru,Pacaembu,São Paulo,330,4,4,4,R$ 1.970.000,R$,1.970.000,,1970000.0
,Santo Amaro,São Paulo,251,3,4,5,R$ 2.400.000,R$,2.400.000,,2400000.0
,Jardim Europa,São Paulo,580,3,4,3,R$ 9.000.000,R$,9.000.000,,9000000.0
"Rua Mário Gonçalves de Oliveira, 138 ",Fazenda Morumbi,São Paulo,380,5,7,4,R$ 1.300.000,R$,1.300.000,,1300000.0
,Alto de Pinheiros,São Paulo,359,3,4,5,R$ 3.800.000,R$,3.800.000,,3800000.0
Rua Doutor Artur Orlando Silva,Chácara das Paineiras,São Paulo,400,3,6,6,R$ 3.890.000,R$,3.890.000,,3890000.0
Rua Barão do Bananal,Vila Pompéia,São Paulo,84,3,3,1,R$ 1.160.000,R$,1.160.000,,1160000.0
"Rua Sargento Gilberto Marcondes Machado, 147 ",Paineiras do Morumbi,São Paulo,850,5,6,6,R$ 5.000.000,R$,5.000.000,,5000000.0
Rua São João Del Rei,Jardim da Glória,São Paulo,140,3,1,2,R$ 900.000,R$,900.000,,900000.0
Rua Campo Largo,Vila Bertioga,São Paulo,259,2,1,5,R$ 950.000,R$,950.000,,950000.0
Rua Olímpio de Campos,Jardim Vila Formosa,São Paulo,260,4,3,2,R$ 800.000,R$,800.000,,800000.0
Rua Comandante Ismael Guilherme,Jardim Luzitânia,São Paulo,500,3,3,3,R$ 12.720.000,R$,12.720.000,,12720000.0
,Vila Romana,São Paulo,220,3,2,3,R$ 1.290.000,R$,1.290.000,,1290000.0
,Alto de Pinheiros,São Paulo,534,3,3,2,R$ 5.500.000,R$,5.500.000,,5500000.0
Rua Saturno,Aclimação,São Paulo,300,2,2,6,R$ 3.200.000,R$,3.200.000,,3200000.0
Rua Macambará,Cidade Monções,São Paulo,139,3,4,2,R$ 1.440.000,R$,1.440.000,,1440000.0
,Vila Morumbi,São Paulo,715,5,7,6,R$ 7.900.000,R$,7.900.000,,7900000.0
,Vila Pedroso,São Paulo,90,2,2,2,R$ 485.000,R$,485.000,,485000.0
,Moema,São Paulo,144,3,3,1,R$ 1.430.000,R$,1.430.000,,1430000.0
Rua Senador César Lacerda Vergueiro,Sumarezinho,São Paulo,248,4,3,5,R$ 3.500.000,R$,3.500.000,,3500000.0
Rua Guaianaz da Fonseca,Vila Madalena,São Paulo,140,2,2,1,R$ 1.280.000,R$,1.280.000,,1280000.0
Rua Almirante de Inhaúma,Alto da Lapa,São Paulo,255,3,7,4,R$ 1.750.000,R$,1.750.000,,1750000.0
Rua Doutor Albino Rodrigues de Alvarenga,Vila Universitária,São Paulo,180,3,1,2,R$ 460.000,R$,460.000,,460000.0
,Jardim Guedala,São Paulo,702,3,5,6,R$ 5.500.000,R$,5.500.000,,5500000.0
Rua Marassa,Jardim Campo Grande,São Paulo,180,3,4,5,R$ 1.800.000,R$,1.800.000,,1800000.0
,Jardim Guedala,São Paulo,828,5,7,12,R$ 6.000.000,R$,6.000.000,,6000000.0
Alameda Itu,Jardim Paulista,São Paulo,250,3,3,1,R$ 2.995.000,R$,2.995.000,,2995000.0
,Vila Morse,São Paulo,200,3,2,2,R$ 630.000,R$,630.000,,630000.0
Rua Ministro Sinésio Rocha,Jardim Vera Cruz,São Paulo,150,4,3,2,R$ 1.300.000,R$,1.300.000,,1300000.0
Rua Mongóis,Vila Monumento,São Paulo,240,3,4,5,R$ 1.290.000,R$,1.290.000,,1290000.0
,Jardim Everest,São Paulo,1100,5,3,10,R$ 8.400.000,R$,8.400.000,,8400000.0
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo,478,4,6,4,R$ 7.243.185,R$,7.243.185,,7243185.0
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo,560,4,6,4,R$ 8.129.860,R$,8.129.860,,8129860.0
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo,499,4,5,4,R$ 6.863.720,R$,6.863.720,,6863720.0
Rua Doutor João Neves Neto,Jardim Guedala,São Paulo,750,5,8,8,R$ 7.500.000,R$,7.500.000,,7500000.0
Rua Carlos Baptista de Magalhães,Jardim Prudência,São Paulo,289,4,5,3,R$ 2.200.000,R$,2.200.000,,2200000.0
,Vila Brasílio Machado,São Paulo,178,3,1,3,R$ 690.000,R$,690.000,,690000.0
Rua Tangará,Vila Mariana,São Paulo,128,2,2,1,R$ 848.000,R$,848.000,,848000.0
Rua Suécia,Jardim Europa,São Paulo,700,6,6,8,R$ 10.900.000,R$,10.900.000,,10900000.0
"Rua Paris, 455 ",Sumaré,São Paulo,125,2,2,2,R$ 890.000,R$,890.000,,890000.0
,Alto de Pinheiros,São Paulo,377,3,5,3,R$ 4.100.000,R$,4.100.000,,4100000.0
Rua Engenheiro Prudente,Vila Monumento,São Paulo,320,4,5,3,R$ 995.000,R$,995.000,,995000.0
Rua Saturno,Aclimação,São Paulo,162,3,3,2,R$ 1.500.000,R$,1.500.000,,1500000.0
Rua Potenji,Vila Mariana,São Paulo,280,3,2,2,R$ 1.950.000,R$,1.950.000,,1950000.0
Rua do Ceuta,Jardim Luzitânia,São Paulo,480,4,1,6,R$ 5.500.000,R$,5.500.000,,5500000.0
Rua Sebastião Cabot,Jardim Guedala,São Paulo,969,4,4,8,R$ 18.000.000,R$,18.000.000,,18000000.0
Rua Muniz de Sousa,Aclimação,São Paulo,290,3,3,5,R$ 3.200.000,R$,3.200.000,,3200000.0
Rua Fonseca Galvão,Jardim da Glória,São Paulo,178,3,2,2,R$ 900.000,R$,900.000,,900000.0
Avenida Lins de Vasconcelos,Vila Mariana,São Paulo,400,7,5,2,R$ 3.200.000,R$,3.200.000,,3200000.0
,Santo Amaro,São Paulo,313,3,3,4,R$ 1.800.000,R$,1.800.000,,1800000.0
Rua Backer,Cambuci,São Paulo,200,3,3,2,R$ 1.280.000,R$,1.280.000,,1280000.0
Rua Urumis,Jardim Textil,São Paulo,296,3,4,7,R$ 1.000.000,R$,1.000.000,,1000000.0
Rua Marco Aurélio,Vila Romana,São Paulo,120,3,2,2,R$ 870.000,R$,870.000,,870000.0
Rua Los Angeles,Cidade Monções,São Paulo,175,3,3,2,R$ 1.380.000,R$,1.380.000,,1380000.0
Rua Itápolis,Pacaembu,São Paulo,350,3,1,5,R$ 2.600.000,R$,2.600.000,,2600000.0
Praça José Vicente Nóbrega,Cambuci,São Paulo,128,3,1,2,R$ 700.000,R$,700.000,,700000.0
,Jardim Europa,São Paulo,585,3,4,3,R$ 9.000.000,R$,9.000.000,,9000000.0
"Rua Mário Gonçalves de Oliveira, 138 ",Fazenda Morumbi,São Paulo,385,5,7,4,R$ 1.300.000,R$,1.300.000,,1300000.0
,Alto de Pinheiros,São Paulo,364,3,4,5,R$ 3.800.000,R$,3.800.000,,3800000.0
Rua Doutor Artur Orlando Silva,Chácara das Paineiras,São Paulo,405,3,6,6,R$ 3.890.000,R$,3.890.000,,3890000.0
Rua Barão do Bananal,Vila Pompéia,São Paulo,89,3,3,1,R$ 1.160.000,R$,1.160.000,,1160000.0
"Rua Sargento Gilberto Marcondes Machado, 147 ",Paineiras do Morumbi,São Paulo,855,5,6,6,R$ 5.000.000,R$,5.000.000,,5000000.0
Rua São João Del Rei,Jardim da Glória,São Paulo,145,3,1,2,R$ 900.000,R$,900.000,,900000.0
Rua Campo Largo,Vila Bertioga,São Paulo,264,2,1,5,R$ 950.000,R$,950.000,,950000.0
Rua Olímpio de Campos,Jardim Vila Formosa,São Paulo,265,4,3,2,R$ 800.000,R$,800.000,,800000.0
Rua Comandante Ismael Guilherme,Jardim Luzitânia,São Paulo,505,3,3,3,R$ 12.720.000,R$,12.720.000,,12720000.0
,Vila Romana,São Paulo,225,3,2,3,R$ 1.290.000,R$,1.290.000,,1290000.0
Rua Guaianaz da Fonseca,Vila Madalena,São Paulo,145,2,2,1,R$ 1.280.000,R$,1.280.000,,1280000.0
Rua Almirante de Inhaúma,Alto da Lapa,São Paulo,260,3,7,4,R$ 1.750.000,R$,1.750.000,,1750000.0
Rua Doutor Albino Rodrigues de Alvarenga,Vila Universitária,São Paulo,185,3,1,2,R$ 460.000,R$,460.000,,460000.0
,Jardim Guedala,São Paulo,707,3,5,6,R$ 5.500.000,R$,5.500.000,,5500000.0
Rua Marassa,Jardim Campo Grande,São Paulo,185,3,4,5,R$ 1.800.000,R$,1.800.000,,1800000.0
,Jardim Guedala,São Paulo,833,5,7,12,R$ 6.000.000,R$,6.000.000,,6000000.0
Alameda Itu,Jardim Paulista,São Paulo,255,3,3,1,R$ 2.995.000,R$,2.995.000,,2995000.0
,Vila Morse,São Paulo,205,3,2,2,R$ 630.000,R$,630.000,,630000.0
Rua Ministro Sinésio Rocha,Jardim Vera Cruz,São Paulo,155,4,3,2,R$ 1.300.000,R$,1.300.000,,1300000.0
Rua Mongóis,Vila Monumento,São Paulo,245,3,4,5,R$ 1.290.000,R$,1.290.000,,1290000.0
,Jardim Everest,São Paulo,1105,5,3,10,R$ 8.400.000,R$,8.400.000,,8400000.0
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo,478,4,6,4,R$ 7.243.185,R$,7.243.185,,7243185.0
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo,565,4,6,4,R$ 8.129.860,R$,8.129.860,,8129860.0
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo,504,4,5,4,R$ 6.863.720,R$,6.863.720,,6863720.0
Rua Doutor João Neves Neto,Jardim Guedala,São Paulo,755,5,8,8,R$ 7.500.000,R$,7.500.000,,7500000.0
